image_path,friction
clear\cam73_03-02_09-44.jpeg,0.9508
clear\cam73_03-02_10-19.jpeg,0.8533
clear\cam73_03-02_10-37.jpeg,0.9144
clear\cam73_03-02_10-54.jpeg,0.8682
clear\cam73_03-02_11-12.jpeg,0.9455
clear\cam73_03-02_11-26.jpeg,0.9551
clear\cam73_03-02_11-45.jpeg,0.8773
clear\cam73_07-02_08-38.jpeg,0.9114
clear\cam73_07-02_08-58.jpeg,0.9926
clear\cam73_07-02_09-14.jpeg,0.9674
clear\cam73_12-02_13-51.jpeg,0.8892
clear\cam73_12-02_14-10.jpeg,0.9991
clear\cam73_12-02_14-24.jpeg,0.932
clear\cam73_12-02_14-58.jpeg,0.9393
clear\cam73_12-02_15-18.jpeg,0.9282
clear\cam73_12-02_15-32.jpeg,0.9163
clear\cam73_12-02_15-52.jpeg,0.9391
clear\cam73_12-02_16-07.jpeg,0.9
clear\cam73_12-02_16-41.jpeg,0.9248
clear\cam73_12-02_17-01.jpeg,0.8805
clear\cam73_17-02_04-27.jpeg,0.8998
clear\cam73_17-02_07-03.jpeg,0.9018
clear\cam73_17-02_07-23.jpeg,0.8899
clear\cam73_17-02_07-26.jpeg,0.886
clear\cam73_17-02_07-34.jpeg,0.8976
clear\cam73_17-02_07-42.jpeg,0.9898
clear\cam73_17-02_07-46.jpeg,0.9119
clear\cam73_17-02_07-53.jpeg,0.9768
clear\cam73_17-02_08-02.jpeg,0.917
clear\cam73_17-02_08-10.jpeg,0.993
clear\cam73_17-02_08-13.jpeg,0.9712
clear\cam73_17-02_08-22.jpeg,0.9467
clear\cam73_17-02_08-27.jpeg,0.9988
clear\cam73_17-02_08-36.jpeg,0.9245
clear\cam73_17-02_08-40.jpeg,0.9212
clear\cam73_17-02_08-47.jpeg,0.9689
clear\cam73_17-02_08-57.jpeg,0.9911
clear\cam73_17-02_09-01.jpeg,0.915
clear\cam73_17-02_09-15.jpeg,0.9349
clear\cam73_17-02_09-26.jpeg,0.9817
clear\cam73_17-02_09-34.jpeg,0.8605
clear\cam73_17-02_09-43.jpeg,0.8538
clear\cam73_17-02_09-47.jpeg,0.8899
clear\cam73_17-02_09-57.jpeg,0.9504
clear\cam73_17-02_10-02.jpeg,0.9351
clear\cam73_17-02_10-06.jpeg,0.8811
clear\cam73_17-02_10-15.jpeg,0.9304
clear\cam73_17-02_17-05.jpeg,0.9042
clear\cam73_17-02_17-11.jpeg,0.995
clear\cam73_17-02_17-17.jpeg,0.886
clear\cam73_17-02_19-14.jpeg,0.9385
clear\cam73_17-02_19-18.jpeg,0.9755
clear\cam73_17-02_19-28.jpeg,0.9552
clear\cam73_17-02_19-32.jpeg,0.9294
clear\cam73_17-02_19-37.jpeg,0.9749
clear\cam73_17-02_19-46.jpeg,0.9434
clear\cam73_17-02_19-50.jpeg,0.9053
clear\cam73_17-02_20-00.jpeg,0.9622
clear\cam73_17-02_20-04.jpeg,0.9408
clear\cam73_17-02_20-18.jpeg,0.9976
clear\cam73_17-02_20-23.jpeg,0.89
clear\cam73_17-02_20-27.jpeg,0.9448
clear\cam73_17-02_20-49.jpeg,0.9325
clear\cam73_17-02_20-54.jpeg,0.9406
clear\cam73_17-02_21-03.jpeg,0.9008
clear\cam73_30-01_07-28.jpeg,0.8701
clear\cam73_30-01_07-57.jpeg,0.9076
clear\cam73_30-01_08-13.jpeg,0.9569
clear\cam73_30-01_09-29.jpeg,0.9224
clear\cam73_30-01_09-36.jpeg,0.9215
clear\cam73_30-01_09-50.jpeg,0.8643
clear\cam73_30-01_10-16.jpeg,0.8685
clear\cam73_30-01_10-30.jpeg,0.9692
clear\cam73_30-01_10-43.jpeg,0.8658
clear\cam73_30-01_11-15.jpeg,0.9953
clear\cam73_30-01_11-27.jpeg,0.8985
clear\cam73_30-01_11-56.jpeg,0.9004
clear\cam73_30-01_12-07.jpeg,0.8633
clear\cam73_30-01_12-19.jpeg,0.9507
clear\cam73_30-01_12-39.jpeg,0.9962
clear\cam73_30-01_12-50.jpeg,0.9802
clear\cam73_30-01_13-17.jpeg,0.8915
clear\cam73_30-01_13-29.jpeg,0.9589
clear\cam73_30-01_13-44.jpeg,0.9754
clear\cam73_30-01_16-30.jpeg,0.8581
clear\cam73_30-01_16-44.jpeg,0.9282
clear\cam73_30-01_16-58.jpeg,0.9229
clear\cam73_30-01_18-47.jpeg,0.8853
clear\cam73_30-01_19-03.jpeg,0.9881
clear\cam73_30-01_19-41.jpeg,0.8712
clear\cam73_30-01_19-58.jpeg,0.9489
clear\cam73_30-01_20-11.jpeg,0.9201
clear\cam73_30-01_20-40.jpeg,0.851
clear\cam73_30-01_20-52.jpeg,0.8932
clear\cam73_30-01_21-05.jpeg,0.9429
clear\cam73_30-01_21-17.jpeg,0.9417
clear\cam73_30-01_21-34.jpeg,0.9274
clear\cam73_30-01_21-46.jpeg,0.9741
clear\cam73_30-01_22-03.jpeg,0.9664
clear\cam73_30-01_22-15.jpeg,0.9694
clear\cam73_30-01_22-44.jpeg,0.9451
clear\cam73_30-01_22-57.jpeg,0.9236
clear\cam73_30-01_23-14.jpeg,0.9039
clear\cam73_30-01_23-26.jpeg,0.8855
clear\cam73_30-01_23-55.jpeg,0.881
clear\cam73_31-01_00-20.jpeg,0.9661
clear\cam73_31-01_00-37.jpeg,0.9893
clear\cam73_31-01_00-51.jpeg,0.9326
clear\cam73_31-01_01-19.jpeg,0.9822
clear\cam73_31-01_01-29.jpeg,0.8866
clear\cam73_31-01_01-43.jpeg,0.9571
clear\cam73_31-01_01-57.jpeg,0.8983
clear\cam73_31-01_02-15.jpeg,0.8974
clear\cam73_31-01_02-27.jpeg,0.9723
clear\cam73_31-01_02-59.jpeg,0.8987
clear\cam73_31-01_03-31.jpeg,0.8607
clear\cam73_31-01_03-51.jpeg,0.877
clear\cam73_31-01_04-02.jpeg,0.876
clear\cam73_31-01_04-19.jpeg,0.9405
clear\cam73_31-01_04-33.jpeg,0.9971
clear\cam73_31-01_04-47.jpeg,0.8976
clear\cam73_31-01_04-59.jpeg,0.9823
clear\cam73_31-01_05-15.jpeg,0.9556
clear\cam73_31-01_05-27.jpeg,0.892
clear\cam73_31-01_07-34.jpeg,0.9715
clear\cam77_02-02_19-02.jpeg,0.9148
clear\cam77_02-02_19-15.jpeg,0.8923
clear\cam77_02-02_19-31.jpeg,0.9798
clear\cam77_02-02_20-08.jpeg,0.8915
clear\cam77_02-02_20-23.jpeg,0.9462
clear\cam77_02-02_20-43.jpeg,0.8779
clear\cam77_02-02_20-59.jpeg,0.8806
clear\cam77_02-02_21-14.jpeg,0.9024
clear\cam77_02-02_21-30.jpeg,0.9518
clear\cam77_02-02_21-50.jpeg,0.9813
clear\cam77_02-02_22-22.jpeg,0.8867
clear\cam77_02-02_22-41.jpeg,0.8743
clear\cam77_02-02_23-00.jpeg,0.9168
clear\cam77_02-02_23-18.jpeg,0.8614
clear\cam77_02-02_23-33.jpeg,0.886
clear\cam77_02-02_23-51.jpeg,0.95
clear\cam77_03-02_00-09.jpeg,0.9323
clear\cam77_03-02_00-23.jpeg,0.9748
clear\cam77_03-02_00-41.jpeg,0.8979
clear\cam77_03-02_01-00.jpeg,0.9291
clear\cam77_03-02_01-34.jpeg,0.9619
clear\cam77_03-02_01-50.jpeg,0.9224
clear\cam77_03-02_02-10.jpeg,0.966
clear\cam77_03-02_03-02.jpeg,0.9053
clear\cam77_03-02_03-19.jpeg,0.9288
clear\cam77_03-02_05-09.jpeg,0.8918
clear\cam77_03-02_05-19.jpeg,0.8556
clear\cam77_17-02_04-27.jpeg,0.9605
clear\cam77_17-02_04-42.jpeg,0.9182
clear\cam77_17-02_19-14.jpeg,0.984
clear\cam77_17-02_19-28.jpeg,0.9571
clear\cam77_17-02_19-32.jpeg,0.8642
clear\cam77_17-02_19-41.jpeg,0.9428
clear\cam77_17-02_19-46.jpeg,0.9826
clear\cam77_17-02_19-55.jpeg,0.9814
clear\cam77_17-02_20-00.jpeg,0.9218
clear\cam77_17-02_20-04.jpeg,0.9371
clear\cam77_17-02_20-18.jpeg,0.9574
clear\cam77_17-02_20-27.jpeg,0.9928
clear\cam77_17-02_20-32.jpeg,0.9242
clear\cam77_17-02_20-45.jpeg,0.9618
clear\cam77_17-02_20-49.jpeg,0.9267
clear\cam77_17-02_20-58.jpeg,0.9817
clear\cam77_17-02_21-03.jpeg,0.974
clear\cam77_30-01_18-52.jpeg,0.9707
clear\cam77_30-01_19-03.jpeg,0.934
clear\cam77_30-01_19-20.jpeg,0.9662
clear\cam77_30-01_19-32.jpeg,0.942
clear\cam77_30-01_19-58.jpeg,0.8609
clear\cam77_30-01_20-28.jpeg,0.9718
clear\cam77_30-01_20-40.jpeg,0.8838
clear\cam77_30-01_20-57.jpeg,0.9713
clear\cam77_30-01_21-09.jpeg,0.9952
clear\cam77_30-01_21-38.jpeg,0.9684
clear\cam77_30-01_22-03.jpeg,0.9589
clear\cam77_30-01_22-48.jpeg,0.9255
clear\cam77_30-01_23-14.jpeg,0.939
clear\cam77_30-01_23-30.jpeg,0.9231
clear\cam77_30-01_23-42.jpeg,0.983
clear\cam77_30-01_23-59.jpeg,0.942
clear\cam77_31-01_00-12.jpeg,0.9605
clear\cam77_31-01_00-24.jpeg,0.8748
clear\cam77_31-01_00-42.jpeg,0.8569
clear\cam77_31-01_00-56.jpeg,0.9221
clear\cam77_31-01_01-09.jpeg,0.9379
clear\cam77_31-01_01-20.jpeg,0.9294
clear\cam77_31-01_01-34.jpeg,0.9101
clear\cam77_31-01_01-48.jpeg,0.9999
clear\cam77_31-01_02-19.jpeg,0.9428
clear\cam77_31-01_02-59.jpeg,0.9744
clear\cam77_31-01_03-38.jpeg,0.9119
clear\cam77_31-01_04-09.jpeg,0.9308
clear\cam77_31-01_04-22.jpeg,0.8621
clear\cam77_31-01_04-37.jpeg,0.9691
clear\cam77_31-01_04-50.jpeg,0.9277
clear\cam77_31-01_05-02.jpeg,0.9489
clear\cam77_31-01_05-18.jpeg,0.9075
clear\cam80_02-02_09-48.jpeg,0.8904
clear\cam80_02-02_09-53.jpeg,0.8551
clear\cam80_02-02_10-03.jpeg,0.9445
clear\cam80_02-02_10-19.jpeg,0.9471
clear\cam80_02-02_10-31.jpeg,0.8984
clear\cam80_02-02_10-44.jpeg,0.8702
clear\cam80_02-02_18-54.jpeg,0.9707
clear\cam80_02-02_19-15.jpeg,0.8964
clear\cam80_02-02_19-47.jpeg,0.9472
clear\cam80_02-02_20-03.jpeg,0.9938
clear\cam80_02-02_20-23.jpeg,0.949
clear\cam80_02-02_20-38.jpeg,0.9887
clear\cam80_02-02_21-30.jpeg,0.9314
clear\cam80_02-02_21-45.jpeg,0.9155
clear\cam80_02-02_22-04.jpeg,0.9962
clear\cam80_02-02_22-41.jpeg,0.9995
clear\cam80_02-02_22-55.jpeg,0.8675
clear\cam80_02-02_23-14.jpeg,0.9102
clear\cam80_02-02_23-46.jpeg,0.9037
clear\cam80_03-02_00-23.jpeg,0.9747
clear\cam80_03-02_00-41.jpeg,0.9762
clear\cam80_03-02_00-55.jpeg,0.9841
clear\cam80_03-02_01-14.jpeg,0.9633
clear\cam80_03-02_01-29.jpeg,0.9433
clear\cam80_03-02_01-50.jpeg,0.9307
clear\cam80_03-02_02-06.jpeg,0.8724
clear\cam80_03-02_02-25.jpeg,0.9493
clear\cam80_03-02_02-52.jpeg,0.9146
clear\cam80_03-02_02-58.jpeg,0.9566
clear\cam80_03-02_03-15.jpeg,0.9684
clear\cam80_03-02_05-16.jpeg,0.906
clear\cam80_03-02_05-32.jpeg,0.9669
clear\cam80_03-02_07-28.jpeg,0.8699
clear\cam80_03-02_08-20.jpeg,0.9904
clear\cam80_03-02_08-37.jpeg,0.933
clear\cam80_03-02_08-54.jpeg,0.9821
clear\cam80_03-02_09-48.jpeg,0.902
clear\cam80_03-02_10-05.jpeg,0.9324
clear\cam80_03-02_10-23.jpeg,0.8944
clear\cam80_03-02_10-41.jpeg,0.9117
clear\cam80_03-02_10-58.jpeg,0.9789
clear\cam80_03-02_11-15.jpeg,0.9485
clear\cam80_03-02_11-30.jpeg,0.8967
clear\cam80_03-02_11-49.jpeg,0.8807
clear\cam80_07-02_08-24.jpeg,0.9695
clear\cam80_07-02_08-27.jpeg,0.8759
clear\cam80_07-02_09-04.jpeg,0.8953
clear\cam80_10-02_07-13.jpeg,0.89
clear\cam80_12-02_13-35.jpeg,0.9126
clear\cam80_12-02_13-41.jpeg,0.8998
clear\cam80_12-02_14-15.jpeg,0.99
clear\cam80_12-02_14-49.jpeg,0.9275
clear\cam80_12-02_15-08.jpeg,0.8549
clear\cam80_12-02_15-23.jpeg,0.8695
clear\cam80_12-02_15-42.jpeg,0.8844
clear\cam80_12-02_15-57.jpeg,0.9524
clear\cam80_12-02_16-16.jpeg,0.8791
clear\cam80_12-02_16-31.jpeg,0.8621
clear\cam80_12-02_16-51.jpeg,0.8578
clear\cam80_12-02_17-06.jpeg,0.925
clear\cam80_12-02_17-21.jpeg,0.9606
clear\cam80_17-02_04-27.jpeg,0.9317
clear\cam80_17-02_07-03.jpeg,0.8601
clear\cam80_17-02_07-14.jpeg,0.9892
clear\cam80_17-02_07-23.jpeg,0.9655
clear\cam80_17-02_07-30.jpeg,0.9391
clear\cam80_17-02_07-42.jpeg,0.9076
clear\cam80_17-02_07-50.jpeg,0.9351
clear\cam80_17-02_07-58.jpeg,0.8845
clear\cam80_17-02_08-02.jpeg,0.9791
clear\cam80_17-02_08-10.jpeg,0.908
clear\cam80_17-02_08-18.jpeg,0.9901
clear\cam80_17-02_08-22.jpeg,0.9055
clear\cam80_17-02_08-32.jpeg,0.8821
clear\cam80_17-02_08-40.jpeg,0.9548
clear\cam80_17-02_08-57.jpeg,0.8588
clear\cam80_17-02_09-02.jpeg,0.866
clear\cam80_17-02_09-16.jpeg,0.9762
clear\cam80_17-02_09-34.jpeg,0.9607
clear\cam80_17-02_09-43.jpeg,0.9476
clear\cam80_17-02_09-47.jpeg,0.9423
clear\cam80_17-02_09-57.jpeg,0.8608
clear\cam80_17-02_10-02.jpeg,0.9484
clear\cam80_17-02_10-06.jpeg,0.887
clear\cam80_17-02_10-15.jpeg,0.9366
clear\cam80_17-02_19-09.jpeg,0.9924
clear\cam80_17-02_19-18.jpeg,0.9606
clear\cam80_17-02_19-32.jpeg,0.9618
clear\cam80_17-02_19-41.jpeg,0.9937
clear\cam80_17-02_19-46.jpeg,0.9141
clear\cam80_17-02_19-55.jpeg,0.8874
clear\cam80_17-02_20-27.jpeg,0.8625
clear\cam80_17-02_20-32.jpeg,0.9349
clear\cam80_17-02_20-36.jpeg,0.9659
clear\cam80_17-02_20-45.jpeg,0.965
clear\cam80_30-01_07-44.jpeg,0.8716
clear\cam80_30-01_08-00.jpeg,0.9356
clear\cam80_30-01_09-29.jpeg,0.9805
clear\cam80_30-01_09-36.jpeg,0.8527
clear\cam80_30-01_10-05.jpeg,0.9784
clear\cam80_30-01_10-30.jpeg,0.9912
clear\cam80_30-01_10-43.jpeg,0.9329
clear\cam80_30-01_11-00.jpeg,0.901
clear\cam80_30-01_11-15.jpeg,0.9025
clear\cam80_30-01_11-45.jpeg,0.8724
clear\cam80_30-01_11-57.jpeg,0.9773
clear\cam80_30-01_12-07.jpeg,0.9716
clear\cam80_30-01_12-30.jpeg,0.9995
clear\cam80_30-01_12-39.jpeg,0.9291
clear\cam80_30-01_12-50.jpeg,0.9244
clear\cam80_30-01_13-03.jpeg,0.8777
clear\cam80_30-01_13-17.jpeg,0.9084
clear\cam80_30-01_13-29.jpeg,0.9296
clear\cam80_30-01_13-44.jpeg,0.9144
clear\cam80_30-01_16-30.jpeg,0.8598
clear\cam80_30-01_16-44.jpeg,0.9695
clear\cam80_30-01_17-02.jpeg,0.9141
clear\cam80_30-01_19-16.jpeg,0.9198
clear\cam80_30-01_19-32.jpeg,0.9629
clear\cam80_30-01_19-45.jpeg,0.96
clear\cam80_30-01_19-58.jpeg,0.909
clear\cam80_30-01_20-11.jpeg,0.9129
clear\cam80_30-01_20-28.jpeg,0.9668
clear\cam80_30-01_20-40.jpeg,0.8751
clear\cam80_30-01_20-53.jpeg,0.9475
clear\cam80_30-01_21-09.jpeg,0.8878
clear\cam80_30-01_21-21.jpeg,0.8751
clear\cam80_30-01_21-34.jpeg,0.899
clear\cam80_30-01_21-51.jpeg,0.9113
clear\cam80_30-01_22-03.jpeg,0.8692
clear\cam80_30-01_22-19.jpeg,0.9116
clear\cam80_30-01_22-32.jpeg,0.8818
clear\cam80_30-01_22-44.jpeg,0.8578
clear\cam80_30-01_23-01.jpeg,0.8654
clear\cam80_30-01_23-14.jpeg,0.931
clear\cam80_30-01_23-42.jpeg,0.9607
clear\cam80_30-01_23-55.jpeg,0.8776
clear\cam80_31-01_00-08.jpeg,0.9971
clear\cam80_31-01_00-24.jpeg,0.9697
clear\cam80_31-01_00-37.jpeg,0.9234
clear\cam80_31-01_00-52.jpeg,0.9761
clear\cam80_31-01_01-05.jpeg,0.8802
clear\cam80_31-01_01-20.jpeg,0.9941
clear\cam80_31-01_01-34.jpeg,0.8637
clear\cam80_31-01_01-48.jpeg,0.9474
clear\cam80_31-01_02-02.jpeg,0.993
clear\cam80_31-01_02-15.jpeg,0.9957
clear\cam80_31-01_02-27.jpeg,0.9104
clear\cam80_31-01_02-59.jpeg,0.9313
clear\cam80_31-01_03-51.jpeg,0.8581
clear\cam80_31-01_04-19.jpeg,0.862
clear\cam80_31-01_04-33.jpeg,0.9887
clear\cam80_31-01_04-47.jpeg,0.962
clear\cam80_31-01_05-02.jpeg,0.9357
clear\cam80_31-01_05-15.jpeg,0.9093
clear\cam80_31-01_05-30.jpeg,0.8999
clear\cam80_31-01_07-21.jpeg,0.9489
clear\cam80_31-01_07-34.jpeg,0.9118
clear\cam84_02-02_09-50.jpeg,0.8563
clear\cam84_02-02_09-54.jpeg,0.8741
clear\cam84_02-02_10-32.jpeg,0.9508
clear\cam84_02-02_18-57.jpeg,0.8602
clear\cam84_02-02_19-17.jpeg,0.9758
clear\cam84_02-02_19-49.jpeg,0.8582
clear\cam84_02-02_20-25.jpeg,0.9707
clear\cam84_02-02_20-40.jpeg,0.9733
clear\cam84_02-02_21-16.jpeg,0.9653
clear\cam84_02-02_21-32.jpeg,0.9267
clear\cam84_02-02_21-51.jpeg,0.9535
clear\cam84_02-02_22-05.jpeg,0.9687
clear\cam84_02-02_22-24.jpeg,0.8682
clear\cam84_02-02_22-43.jpeg,0.9677
clear\cam84_02-02_23-01.jpeg,0.8882
clear\cam84_02-02_23-34.jpeg,0.8908
clear\cam84_02-02_23-52.jpeg,0.9193
clear\cam84_03-02_00-06.jpeg,0.8647
clear\cam84_03-02_00-25.jpeg,0.9961
clear\cam84_03-02_00-43.jpeg,0.8648
clear\cam84_03-02_01-01.jpeg,0.9213
clear\cam84_03-02_01-16.jpeg,0.8695
clear\cam84_03-02_01-36.jpeg,0.876
clear\cam84_03-02_02-07.jpeg,0.9429
clear\cam84_03-02_02-27.jpeg,0.9006
clear\cam84_03-02_02-53.jpeg,0.906
clear\cam84_03-02_05-11.jpeg,0.9425
clear\cam84_03-02_05-36.jpeg,0.874
clear\cam84_03-02_07-16.jpeg,0.9254
clear\cam84_03-02_07-33.jpeg,0.9593
clear\cam84_03-02_07-50.jpeg,0.9302
clear\cam84_03-02_08-25.jpeg,0.8871
clear\cam84_03-02_08-42.jpeg,0.8766
clear\cam84_03-02_09-02.jpeg,0.9448
clear\cam84_03-02_09-39.jpeg,0.8777
clear\cam84_03-02_09-53.jpeg,0.8678
clear\cam84_03-02_10-28.jpeg,0.9314
clear\cam84_03-02_10-45.jpeg,0.8925
clear\cam84_03-02_11-03.jpeg,0.9563
clear\cam84_03-02_11-20.jpeg,0.8932
clear\cam84_03-02_12-12.jpeg,0.8605
clear\cam84_03-02_12-25.jpeg,0.8654
clear\cam84_07-02_08-25.jpeg,0.988
clear\cam84_07-02_08-32.jpeg,0.9794
clear\cam84_07-02_08-50.jpeg,0.9614
clear\cam84_12-02_13-52.jpeg,0.909
clear\cam84_12-02_14-07.jpeg,0.8713
clear\cam84_12-02_14-26.jpeg,0.9059
clear\cam84_12-02_14-41.jpeg,0.9271
clear\cam84_12-02_15-34.jpeg,0.8656
clear\cam84_12-02_15-49.jpeg,0.994
clear\cam84_12-02_16-09.jpeg,0.9137
clear\cam84_12-02_16-23.jpeg,0.852
clear\cam84_12-02_16-43.jpeg,0.9723
clear\cam84_12-02_17-18.jpeg,0.909
clear\cam84_17-02_04-34.jpeg,0.9595
clear\cam84_17-02_04-57.jpeg,0.9501
clear\cam84_17-02_06-57.jpeg,0.9465
clear\cam84_17-02_07-04.jpeg,0.992
clear\cam84_17-02_07-08.jpeg,0.8738
clear\cam84_17-02_07-15.jpeg,0.9822
clear\cam84_17-02_07-24.jpeg,0.9327
clear\cam84_17-02_07-28.jpeg,0.8855
clear\cam84_17-02_07-51.jpeg,0.943
clear\cam84_17-02_07-55.jpeg,0.9432
clear\cam84_17-02_08-03.jpeg,0.9747
clear\cam84_17-02_08-11.jpeg,0.943
clear\cam84_17-02_08-15.jpeg,0.9525
clear\cam84_17-02_08-24.jpeg,0.9474
clear\cam84_17-02_08-29.jpeg,0.8576
clear\cam84_17-02_08-38.jpeg,0.9019
clear\cam84_17-02_08-42.jpeg,0.8511
clear\cam84_17-02_08-50.jpeg,0.856
clear\cam84_17-02_08-59.jpeg,0.9742
clear\cam84_17-02_09-05.jpeg,0.9823
clear\cam84_17-02_09-19.jpeg,0.9727
clear\cam84_17-02_09-32.jpeg,0.9116
clear\cam84_17-02_09-36.jpeg,0.8575
clear\cam84_17-02_09-44.jpeg,0.8979
clear\cam84_17-02_09-49.jpeg,0.9079
clear\cam84_17-02_09-54.jpeg,0.9094
clear\cam84_17-02_10-03.jpeg,0.9495
clear\cam84_17-02_10-08.jpeg,0.9257
clear\cam84_17-02_17-08.jpeg,0.8831
clear\cam84_17-02_17-27.jpeg,0.9803
clear\cam84_17-02_19-20.jpeg,0.9553
clear\cam84_17-02_19-25.jpeg,0.9976
clear\cam84_17-02_19-34.jpeg,0.8518
clear\cam84_17-02_19-38.jpeg,0.8918
clear\cam84_17-02_19-47.jpeg,0.9871
clear\cam84_17-02_19-52.jpeg,0.9621
clear\cam84_17-02_20-01.jpeg,0.9792
clear\cam84_17-02_20-06.jpeg,0.9791
clear\cam84_17-02_20-10.jpeg,0.9691
clear\cam84_17-02_20-19.jpeg,0.9416
clear\cam84_17-02_20-24.jpeg,0.9999
clear\cam84_17-02_20-33.jpeg,0.9278
clear\cam84_17-02_20-38.jpeg,0.9214
clear\cam84_17-02_20-42.jpeg,0.949
clear\cam84_30-01_07-32.jpeg,0.9003
clear\cam84_30-01_08-01.jpeg,0.9922
clear\cam84_30-01_09-30.jpeg,0.9561
clear\cam84_30-01_09-37.jpeg,0.8519
clear\cam84_30-01_09-52.jpeg,1.0
clear\cam84_30-01_10-07.jpeg,0.9214
clear\cam84_30-01_10-34.jpeg,0.9294
clear\cam84_30-01_10-49.jpeg,0.8711
clear\cam84_30-01_11-02.jpeg,0.8984
clear\cam84_30-01_11-16.jpeg,0.9509
clear\cam84_30-01_11-29.jpeg,0.9579
clear\cam84_30-01_11-47.jpeg,0.8607
clear\cam84_30-01_11-59.jpeg,0.9119
clear\cam84_30-01_12-09.jpeg,0.9807
clear\cam84_30-01_12-23.jpeg,0.8752
clear\cam84_30-01_12-41.jpeg,0.8818
clear\cam84_30-01_12-52.jpeg,0.873
clear\cam84_30-01_13-05.jpeg,0.9157
clear\cam84_30-01_13-18.jpeg,0.9764
clear\cam84_30-01_13-31.jpeg,0.9304
clear\cam84_30-01_13-45.jpeg,0.977
clear\cam84_30-01_15-24.jpeg,0.916
clear\cam84_30-01_16-23.jpeg,0.9424
clear\cam84_30-01_16-32.jpeg,0.8929
clear\cam84_30-01_16-46.jpeg,0.8748
clear\cam84_30-01_18-49.jpeg,0.8677
clear\cam84_30-01_19-05.jpeg,0.9712
clear\cam84_30-01_19-18.jpeg,0.9582
clear\cam84_30-01_19-34.jpeg,0.8683
clear\cam84_30-01_20-00.jpeg,0.9838
clear\cam84_30-01_20-29.jpeg,0.9974
clear\cam84_30-01_20-42.jpeg,0.9488
clear\cam84_30-01_20-54.jpeg,0.9149
clear\cam84_30-01_21-10.jpeg,0.9497
clear\cam84_30-01_21-23.jpeg,0.9021
clear\cam84_30-01_21-36.jpeg,0.8959
clear\cam84_30-01_21-52.jpeg,0.9381
clear\cam84_30-01_22-04.jpeg,0.9754
clear\cam84_30-01_22-21.jpeg,0.8899
clear\cam84_30-01_22-33.jpeg,0.8929
clear\cam84_30-01_22-45.jpeg,0.926
clear\cam84_30-01_23-03.jpeg,0.9765
clear\cam84_30-01_23-15.jpeg,0.9703
clear\cam84_30-01_23-27.jpeg,0.9543
clear\cam84_30-01_23-44.jpeg,0.9297
clear\cam84_30-01_23-57.jpeg,0.9334
clear\cam84_31-01_00-13.jpeg,0.9352
clear\cam84_31-01_00-39.jpeg,0.9166
clear\cam84_31-01_01-06.jpeg,0.9096
clear\cam84_31-01_01-21.jpeg,0.943
clear\cam84_31-01_01-49.jpeg,0.8555
clear\cam84_31-01_02-03.jpeg,0.8987
clear\cam84_31-01_02-16.jpeg,0.9609
clear\cam84_31-01_03-32.jpeg,0.9845
clear\cam84_31-01_03-56.jpeg,0.9084
clear\cam84_31-01_04-07.jpeg,0.8532
clear\cam84_31-01_04-51.jpeg,0.9592
clear\cam84_31-01_05-19.jpeg,0.9237
clear\cam84_31-01_05-31.jpeg,0.9057
clear\cam84_31-01_07-22.jpeg,0.8683
clear\cam8_03-02_05-12.jpeg,0.9667
clear\cam8_03-02_05-25.jpeg,0.8886
clear\cam8_03-02_07-25.jpeg,0.9943
clear\cam8_03-02_07-41.jpeg,0.9358
clear\cam8_03-02_08-20.jpeg,0.856
clear\cam8_03-02_08-34.jpeg,0.975
clear\cam8_03-02_08-51.jpeg,0.9025
clear\cam8_03-02_09-37.jpeg,0.9672
clear\cam8_03-02_09-44.jpeg,0.9268
clear\cam8_03-02_10-02.jpeg,0.9646
clear\cam8_03-02_10-19.jpeg,0.9689
clear\cam8_03-02_10-33.jpeg,0.8565
clear\cam8_03-02_11-08.jpeg,0.9956
clear\cam8_03-02_11-26.jpeg,0.8808
clear\cam8_03-02_11-59.jpeg,0.8973
clear\cam8_07-02_08-23.jpeg,0.9431
clear\cam8_07-02_08-27.jpeg,0.9491
clear\cam8_07-02_09-03.jpeg,0.9882
clear\cam8_12-02_13-34.jpeg,0.9186
clear\cam8_12-02_13-45.jpeg,0.92
clear\cam8_12-02_14-05.jpeg,0.9276
clear\cam8_12-02_14-19.jpeg,0.8591
clear\cam8_12-02_14-38.jpeg,0.8873
clear\cam8_12-02_14-53.jpeg,0.859
clear\cam8_12-02_15-12.jpeg,0.9291
clear\cam8_12-02_15-27.jpeg,0.9109
clear\cam8_12-02_15-47.jpeg,0.9465
clear\cam8_12-02_16-01.jpeg,0.9085
clear\cam8_12-02_16-21.jpeg,0.9541
clear\cam8_12-02_16-35.jpeg,0.946
clear\cam8_12-02_17-10.jpeg,0.9897
clear\cam8_17-02_04-26.jpeg,0.9123
clear\cam8_17-02_04-40.jpeg,0.9305
clear\cam8_17-02_07-03.jpeg,0.9866
clear\cam8_17-02_07-10.jpeg,0.9484
clear\cam8_17-02_07-18.jpeg,0.8828
clear\cam8_17-02_07-22.jpeg,0.8804
clear\cam8_17-02_07-30.jpeg,0.9424
clear\cam8_17-02_07-42.jpeg,0.9611
clear\cam8_17-02_07-49.jpeg,0.8865
clear\cam8_17-02_07-57.jpeg,0.8761
clear\cam8_17-02_08-09.jpeg,0.9447
clear\cam8_17-02_08-18.jpeg,0.8791
